member,94
said,82
support,71
faucet,47
plural,42
tighten,39
wherein,34
seat,30
defin,29
claim,29
base,25
surfac,25
connector,23
portion,22
hole,20
plate,18
mount,17
fix,14
end,14
configur,13
turn,12
prevent,12
provid,12
bolt,10
one,10
insert,9
bottom,9
posit,9
upper,8
open,8
front,7
direct,7
engag,7
detach,6
beyond,6
diamet,6
guid,6
attach,6
form,6
spacer,5
onto,5
contact,5
cover,5
predetermin,4
inward,4
side,4
intern,4
extend,4
releas,4
bodi,4
thereof,4
pivot,4
ring,4
construct,4
extern,4
distanc,3
move,3
compris,3
resist,3
penetr,3
two,3
toward,3
screw,3
movabl,2
main,2
grip,2
handi,2
therebi,2
peripher,2
separ,2
set,2
convex,2
outward,2
peripheri,2
conduct,2
water,2
spray,2
along,2
wall,2
least,2
inner,2
drill,2
manner,2
lie,2
pipe,2
rotat,1
outer,1
inclin,1
adjust,1
therein,1
nut,1
bore,1
adapt,1
depend,1
oper,1
independ,1
size,1
coupl,1
hold,1
inhibit,1
curv,1
loosen,1
buffer,1
upon,1
tune,1
therebetween,1
maintain,1
