perineum protect devic,16
protect devic claim,13
claim wherein said,13
devic claim wherein,13
side edg posit,12
posit gener adjac,12
edg posit gener,12
gener adjac said,12
first side edg,9
said front edg,8
said middl portion,8
end secur attach,8
gener inch inch,8
second loop member,8
secur attach said,8
front edg said,7
adjac said front,7
said first end,6
edg said second,6
end second end,6
member first end,6
said second side,6
said back edg,6
second end said,6
materi perineum protect,6
second side edg,6
attach said first,6
attach said second,6
end said first,6
elong flexibl member,6
adjac said back,6
first end second,6
loop member first,6
said second end,6
said first side,6
wherein said middl,5
first loop member,5
said cover membran,5
end attach said,4
membran perineum protect,4
first end secur,4
loop member said,4
wherein said panel,4
middl portion said,4
cover membran perineum,4
height gener inch,4
elastomer materi perineum,4
second end secur,4
back edg first,3
back edg second,3
edg second loop,3
panel middl portion,3
said cushion materi,3
devic compris panel,3
secur mean compris,3
compris first loop,3
select extend said,3
gener enclos cover,3
said cover member,3
male ride bicycl,3
compris elastomer materi,3
protect devic protect,3
portion compris cushion,3
said slit remov,3
extend said slit,3
slit remov said,3
penil arteri said,3
enclos cover membran,3
said first second,3
said panel middl,3
damag penil arteri,3
edg first side,3
side edg back,3
perineum male ride,3
remov said cover,3
prevent damag penil,3
said panel perineum,3
middl portion may,3
member said elong,3
secur mean remov,3
inch perineum protect,3
compris cushion materi,3
front edg back,3
said secur mean,3
member compris elastomer,3
wherein said cover,3
said devic compris,3
compris foam elastomer,3
slit extend therethrough,3
said elong flexibl,3
portion may select,3
panel perineum said,3
inch inch perineum,3
middl portion compris,3
foam elastomer materi,3
panel front edg,3
compris elong flexibl,3
perineum said secur,3
protect perineum male,3
devic protect perineum,3
cushion materi compris,3
flexibl member compris,3
mean compris first,3
materi compris foam,3
ride bicycl prevent,3
edg back side,3
loop member compris,3
flexibl member said,3
may select extend,3
arteri said devic,3
edg back edg,3
bicycl prevent damag,3
first second loop,3
back side edg,3
member compris elong,3
panel gener enclos,2
said first loop,2
edg secur mean,2
inch inch length,2
wherein said cushion,2
therethrough wherein said,2
back edg perineum,2
member said first,2
said second loop,2
membran said cover,2
said panel height,2
extend therethrough wherein,2
length gener inch,2
panel width gener,2
membran compris cloth,2
compris cloth materi,2
said panel width,2
said panel slit,2
materi said panel,2
edg perineum protect,2
abut said panel,2
member said second,2
inch length gener,2
remov abut said,2
side edg secur,2
panel said panel,2
inch inch height,2
width gener inch,2
inch height gener,2
panel slit extend,2
portion said panel,2
cushion materi perineum,2
cover membran said,2
said panel front,2
edg said panel,2
cover member said,2
said panel gener,2
portion said middl,2
member said panel,2
cloth materi said,2
cover membran compris,2
compris panel said,2
mean remov abut,2
second end attach,2
panel height gener,2
first end attach,2
wherein said first,2
compris panel front,1
remov hold said,1
posit adjac said,1
slit gener posit,1
back edg said,1
materi said middl,1
inch inch secur,1
said slit gener,1
hold said panel,1
portion gener enclos,1
extend therethrough said,1
edg wherein said,1
mean remov hold,1
member slit extend,1
said panel orient,1
therethrough said slit,1
elastomer materi said,1
cushion materi said,1
front edg wherein,1
panel orient gener,1
side edg said,1
parallel said front,1
cover member slit,1
middl portion gener,1
edg said first,1
inch secur mean,1
gener posit adjac,1
materi said cushion,1
orient gener parallel,1
gener parallel said,1
